Subject,Age_Month,Stimuli,Types,Correct,Repeated,Group,VMA,Raven,Sex
Subject 19 Typically developing children,86,6,Factive,VRAI,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,10,Factive,FAUX,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,14,Factive,VRAI,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,18,Factive,VRAI,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,22,Factive,VRAI,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,26,Factive,VRAI,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,30,Factive,FAUX,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,34,Factive,VRAI,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,38,Factive,FAUX,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,3,Lexical,VRAI,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,7,Lexical,VRAI,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,11,Factive,VRAI,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,19,Lexical,VRAI,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,23,Lexical,FAUX,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,27,Lexical,VRAI,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,31,Lexical,VRAI,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,35,Factive,VRAI,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,39,Lexical,VRAI,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,4,Structural,FAUX,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,8,Structural,VRAI,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,12,Structural,VRAI,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,16,Structural,FAUX,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,20,Structural,VRAI,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,24,Structural,VRAI,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,28,Structural,VRAI,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,36,Structural,FAUX,0,Typically developing children,92-103,120,F
Subject 19 Typically developing children,86,40,Structural,VRAI,0,Typically developing children,92-103,120,F
Subject 20 Typically developing children,90,1,Existential,FAUX,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,5,Existential,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,9,Existential,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,13,Existential,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,17,Existential,FAUX,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,21,Existential,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,25,Existential,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,29,Existential,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,33,Existential,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,37,Existential,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,2,Factive,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,6,Factive,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,10,Factive,FAUX,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,14,Factive,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,18,Factive,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,22,Factive,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,26,Factive,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,30,Factive,FAUX,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,34,Factive,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,38,Factive,FAUX,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,3,Lexical,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,7,Lexical,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,11,Factive,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,19,Lexical,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,23,Lexical,FAUX,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,27,Lexical,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,31,Lexical,FAUX,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,35,Factive,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,39,Lexical,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,4,Structural,FAUX,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,8,Structural,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,12,Structural,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,16,Structural,FAUX,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,20,Structural,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,24,Structural,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,28,Structural,VRAI,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,36,Structural,FAUX,0,Typically developing children,92-103,109,F
Subject 20 Typically developing children,90,40,Structural,FAUX,0,Typically developing children,92-103,109,F
Subject 21 Typically developing children,91,1,Existential,FAUX,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,5,Existential,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,9,Existential,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,13,Existential,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,17,Existential,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,21,Existential,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,25,Existential,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,29,Existential,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,33,Existential,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,37,Existential,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,2,Factive,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,6,Factive,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,10,Factive,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,14,Factive,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,18,Factive,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,22,Factive,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,26,Factive,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,30,Factive,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,34,Factive,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,38,Factive,FAUX,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,3,Lexical,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,7,Lexical,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,11,Factive,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,19,Lexical,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,23,Lexical,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,27,Lexical,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,31,Lexical,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,35,Factive,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,39,Lexical,VRAI,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,4,Structural,FAUX,0,Typically developing children,116-127,98,F
Subject 21 Typically developing children,91,8,Structural,VRAI,0,Typically developing children,116-127,98,F
